Usage: Account Number,Usage: Created By ID,Usage: Created Date,Usage: Description,Usage: End Date,Usage: File Name,Usage: GUID,Usage: ID,Usage: Import ID,Usage: Quantity,Usage: RBE Status,Usage: Source Type,Usage: Start Date,Usage: Submission Date,Usage: Unit of Measure,Usage: Updated By ID,Usage: Updated Date
A00002889,2c92a0ff5d2b8649015d37e979860e20,01/06/2023,~trackingId=934384ed-8720-4303-928f-f642d0a6a672~appId=NUTANIX_CLUSTERS,01/06/2023,1673039091572.csv,b8b4359f-4186-42a9-8ccd-9989297fbdd8,8a1284368537d646018588e69ef45d04,8a1282cd8537d6c9018588e6990f6c0f,0,Processed,Import,01/06/2023,01/06/2023,CLUSTERS_AOS_AZURE_ULT_CORE_1H,2c92a0fe66c960c90166d0519efd7391,01/29/2023
A00002889,2c92a0ff5d2b8649015d37e979860e20,01/06/2023,~trackingId=29393600-2ac3-4c13-a18a-fd70c508e8a7~appId=NUTANIX_CLUSTERS,01/06/2023,1673039098433.csv,8964381c-5fc0-4fae-a849-3ed74d53b32f,8a12946e8537eea3018588e6b7357a68,8a128d028537d6c5018588e6b35e76f2,0,Processed,Import,01/06/2023,01/06/2023,CLUSTERS_AOS_AZURE_ULT_FLASH_1H,2c92a0fe66c960c90166d0519efd7391,01/29/2023
A00002889,2c92a0ff5d2b8649015d37e979860e20,01/06/2023,~trackingId=5f57ab9f-8b4b-43ad-b6a0-5d4dc32ddd21~appId=NUTANIX_CLUSTERS,01/06/2023,1673042697970.csv,1d2f39ed-9960-46ae-8712-3ef321186365,8a1284368537d6460185891da98534e9,8a12866a8537d6d80185891da08d3d56,0,Processed,Import,01/06/2023,01/06/2023,CLUSTERS_AOS_AZURE_ULT_CORE_1H,2c92a0fe66c960c90166d0519efd7391,01/29/2023
A00002889,2c92a0ff5d2b8649015d37e979860e20,01/06/2023,~trackingId=527a5887-a905-4f41-a5af-1242bae99db1~appId=NUTANIX_CLUSTERS,01/06/2023,1673042702560.csv,cbe73bc8-8f3a-4d68-8157-864c174ca924,8a1284368537d6460185891dba12360f,8a1299218537ef2e0185891db328005e,0,Processed,Import,01/06/2023,01/06/2023,CLUSTERS_AOS_AZURE_ULT_FLASH_1H,2c92a0fe66c960c90166d0519efd7391,01/29/2023
A00002889,2c92a0ff5d2b8649015d37e979860e20,01/06/2023,~trackingId=7d72ab0d-01bc-4da2-ac86-bcf2770c7950~appId=NUTANIX_CLUSTERS,01/06/2023,1673046308383.csv,65d00eb8-4bc9-449b-b922-80368678a8f6,8a1284368537d64601858954bcdb16c8,8a1283808537d6bf01858954b73e1101,0,Processed,Import,01/06/2023,01/06/2023,CLUSTERS_AOS_AZURE_ULT_CORE_1H,2c92a0fe66c960c90166d0519efd7391,01/29/2023
A00002889,2c92a0ff5d2b8649015d37e979860e20,01/06/2023,~trackingId=97a44f3a-0101-4ead-9d21-8e53766d4e82~appId=NUTANIX_CLUSTERS,01/06/2023,1673046308383.csv,e99e6ebe-3718-47a7-b2d5-4095ebac38e7,8a1284368537d64601858954bcdb16ca,8a1283808537d6bf01858954b73e1101,0,Processed,Import,01/06/2023,01/06/2023,CLUSTERS_AOS_AZURE_ULT_FLASH_1H,2c92a0fe66c960c90166d0519efd7391,01/29/2023
A00002889,2c92a0ff5d2b8649015d37e979860e20,01/07/2023,~trackingId=4fbc7733-b682-4f66-b8d0-9147b20a5257~appId=NUTANIX_CLUSTERS,01/06/2023,1673049899473.csv,f44a418e-3702-45a8-a100-ce27a2d46a57,8a12946e8537eea30185898b8c637488,8a129baf8537ef280185898b830f7536,0,Processed,Import,01/06/2023,01/07/2023,CLUSTERS_AOS_AZURE_ULT_CORE_1H,2c92a0fe66c960c90166d0519efd7391,01/29/2023
A00002889,2c92a0ff5d2b8649015d37e979860e20,01/07/2023,~trackingId=18156e6d-bdfa-4cd0-bf2f-d05e1c987c93~appId=NUTANIX_CLUSTERS,01/06/2023,1673049901283.csv,e29f6c6e-9f5b-4348-bf2a-9ac6ee1e833b,8a1284368537d6460185898b95ba044f,8a1286658537d6bf0185898b8a616481,0,Processed,Import,01/06/2023,01/07/2023,CLUSTERS_AOS_AZURE_ULT_FLASH_1H,2c92a0fe66c960c90166d0519efd7391,01/29/2023
A00002889,2c92a0ff5d2b8649015d37e979860e20,01/07/2023,~trackingId=6b0b7b5c-03fe-4771-b2da-2e4e00b1c775~appId=NUTANIX_CLUSTERS,01/07/2023,1673053495497.csv,752dca11-5988-475d-a96c-2a4212d2decc,8a12946e8537eea3018589c269e33bbe,8a1283808537d6bf018589c2624506f1,0,Processed,Import,01/07/2023,01/07/2023,CLUSTERS_AOS_AZURE_ULT_CORE_1H,2c92a0fe66c960c90166d0519efd7391,01/29/2023
A00002889,2c92a0ff5d2b8649015d37e979860e20,01/07/2023,~trackingId=f47734b7-047a-4cb8-8757-99b85590c387~appId=NUTANIX_CLUSTERS,01/07/2023,1673053497087.csv,cec42482-03fd-47b9-997c-18d8cc4c8def,8a12946e8537eea3018589c272293bc9,8a1298df85733d3d018589c26872652f,0,Processed,Import,01/07/2023,01/07/2023,CLUSTERS_AOS_AZURE_ULT_FLASH_1H,2c92a0fe66c960c90166d0519efd7391,01/29/2023
A00002889,2c92a0ff5d2b8649015d37e979860e20,01/07/2023,~trackingId=9e00d1f7-06fc-452a-8940-d5922e11bffa~appId=NUTANIX_CLUSTERS,01/07/2023,1673057093448.csv,2a895750-33e6-4cbd-8c77-affcb0fecaf1,8a1284368537d646018589f94eaf3820,8a129cc38537ef31018589f948c87922,0,Processed,Import,01/07/2023,01/07/2023,CLUSTERS_AOS_AZURE_ULT_FLASH_1H,2c92a0fe66c960c90166d0519efd7391,01/29/2023
A00002889,2c92a0ff5d2b8649015d37e979860e20,01/07/2023,~trackingId=ad2f9e79-4086-47e8-bf70-23b362716058~appId=NUTANIX_CLUSTERS,01/07/2023,1673057094044.csv,ab238970-a3da-4b45-a756-b7a8170dabf2,8a1284368537d646018589f951e33829,8a12947a8537ef21018589f94c596412,0,Processed,Import,01/07/2023,01/07/2023,CLUSTERS_AOS_AZURE_ULT_CORE_1H,2c92a0fe66c960c90166d0519efd7391,01/29/2023
A00002889,2c92a0ff5d2b8649015d37e979860e20,01/07/2023,~trackingId=65c5cee0-a173-4d3e-a925-874cd5c6836a~appId=NUTANIX_CLUSTERS,01/07/2023,1673060697563.csv,e5a97f5b-3a5f-43e0-950a-cbadb0a074dd,8a1284368537d64601858a304d127684,8a1286658537d6bf01858a3047291e72,0,Processed,Import,01/07/2023,01/07/2023,CLUSTERS_AOS_AZURE_ULT_CORE_1H,2c92a0fe66c960c90166d0519efd7391,01/29/2023
A00002889,2c92a0ff5d2b8649015d37e979860e20,01/07/2023,~trackingId=aeeddf19-4e83-48c4-9991-3a16c1db39b0~appId=NUTANIX_CLUSTERS,01/07/2023,1673060699189.csv,ab9b0226-b0a4-493b-b07f-faacb9013cd0,8a1284368537d64601858a3054ab7afc,8a1283808537d6bf01858a304e39552c,0,Processed,Import,01/07/2023,01/07/2023,CLUSTERS_AOS_AZURE_ULT_FLASH_1H,2c92a0fe66c960c90166d0519efd7391,01/29/2023
A00002889,2c92a0ff5d2b8649015d37e979860e20,01/07/2023,~trackingId=4b967532-655a-420f-8ecf-a87a51da3d7e~appId=NUTANIX_CLUSTERS,01/07/2023,1673064300111.csv,6ae89b5c-8dd9-41f2-b761-cc0d2396894e,8a12946e8537eea301858a6747e87561,8a1287998537d6cf01858a673f933388,0,Processed,Import,01/07/2023,01/07/2023,CLUSTERS_AOS_AZURE_ULT_CORE_1H,2c92a0fe66c960c90166d0519efd7391,01/29/2023
A00002889,2c92a0ff5d2b8649015d37e979860e20,01/07/2023,~trackingId=cf25486d-a756-4b69-8944-bdd81580f203~appId=NUTANIX_CLUSTERS,01/07/2023,1673064301975.csv,121b0d85-2645-46df-b0e0-3e409aa263d5,8a12946e8537eea301858a675384756d,8a1282cd8537d6c901858a67484a42bb,0,Processed,Import,01/07/2023,01/07/2023,CLUSTERS_AOS_AZURE_ULT_FLASH_1H,2c92a0fe66c960c90166d0519efd7391,01/29/2023
A00002889,2c92a0ff5d2b8649015d37e979860e20,01/07/2023,~trackingId=98e332b1-40c5-4f6c-9bcf-f92360ee6f24~appId=NUTANIX_CLUSTERS,01/07/2023,1673067897471.csv,c6b8a30b-1140-474c-8a70-cca788f2d655,8a12946e8537eea301858a9e2b174c64,8a1282248537d6d101858a9e23c84393,0,Processed,Import,01/07/2023,01/07/2023,CLUSTERS_AOS_AZURE_ULT_CORE_1H,2c92a0fe66c960c90166d0519efd7391,01/29/2023
A00002889,2c92a0ff5d2b8649015d37e979860e20,01/07/2023,~trackingId=e2dfc038-aacb-47f8-9e9d-3d454a86392d~appId=NUTANIX_CLUSTERS,01/07/2023,1673067897471.csv,3ce2ea42-dfa5-4e17-91d9-7705fb20863c,8a12946e8537eea301858a9e2b174c65,8a1282248537d6d101858a9e23c84393,0,Processed,Import,01/07/2023,01/07/2023,CLUSTERS_AOS_AZURE_ULT_FLASH_1H,2c92a0fe66c960c90166d0519efd7391,01/29/2023
A00002889,2c92a0ff5d2b8649015d37e979860e20,01/07/2023,~trackingId=da75f128-8dc9-4faf-b790-e91314edb059~appId=NUTANIX_CLUSTERS,01/07/2023,1673071498818.csv,bd9051c3-7a5f-4f12-a867-8ccf0e2b21d4,8a1284368537d64601858ad51cfa16a3,8a1281388537d6c801858ad517e728f8,0,Processed,Import,01/07/2023,01/07/2023,CLUSTERS_AOS_AZURE_ULT_FLASH_1H,2c92a0fe66c960c90166d0519efd7391,01/29/2023
A00002889,2c92a0ff5d2b8649015d37e979860e20,01/07/2023,~trackingId=c44a5877-9681-450d-ac00-cf8149c6f039~appId=NUTANIX_CLUSTERS,01/07/2023,1673071499912.csv,c7ec737b-5817-4e49-9751-7308ea36206f,8a12946e8537eea301858ad525f23000,8a129e9e8537ef2c01858ad51bce56bd,0,Processed,Import,01/07/2023,01/07/2023,CLUSTERS_AOS_AZURE_ULT_CORE_1H,2c92a0fe66c960c90166d0519efd7391,01/29/2023
A00002889,2c92a0ff5d2b8649015d37e979860e20,01/07/2023,~trackingId=087b7a26-5bdb-43c7-9164-8d888b641fbf~appId=NUTANIX_CLUSTERS,01/07/2023,1673075100184.csv,7abc0996-33fa-41db-a31b-cf2e2b43904b,8a12946e8537eea301858b0c11956c0e,8a1282cd8537d6c901858b0c0b3a5bf7,0,Processed,Import,01/07/2023,01/07/2023,CLUSTERS_AOS_AZURE_ULT_FLASH_1H,2c92a0fe66c960c90166d0519efd7391,01/29/2023
A00002889,2c92a0ff5d2b8649015d37e979860e20,01/07/2023,~trackingId=a6706ce8-ee4e-4216-b3f6-fc64d48fdb78~appId=NUTANIX_CLUSTERS,01/07/2023,1673075101612.csv,59297344-fc1f-4ace-8ef0-89d9137f083f,8a12946e8537eea301858b0c1d716c64,8a129ac28537ef2e01858b0c11c403ba,0,Processed,Import,01/07/2023,01/07/2023,CLUSTERS_AOS_AZURE_ULT_CORE_1H,2c92a0fe66c960c90166d0519efd7391,01/29/2023
A00002889,2c92a0ff5d2b8649015d37e979860e20,01/07/2023,~trackingId=39172812-4b57-480c-b47f-0ed38df84f77~appId=NUTANIX_CLUSTERS,01/07/2023,1673078696457.csv,f50146ff-419c-4328-8f22-8d3066f5619c,8a12946e8537eea301858b42f46c0813,8a12847f8537d6c201858b42eb214c92,0,Processed,Import,01/07/2023,01/07/2023,CLUSTERS_AOS_AZURE_ULT_CORE_1H,2c92a0fe66c960c90166d0519efd7391,01/29/2023
A00002889,2c92a0ff5d2b8649015d37e979860e20,01/07/2023,~trackingId=95c5c6de-b33a-4bcb-a4a1-89e29b511d90~appId=NUTANIX_CLUSTERS,01/07/2023,1673078699193.csv,0a8ed48b-6d56-4228-a47d-a196394e8527,8a12946e8537eea301858b42fbb80c26,8a128d028537d6c501858b42f5af1237,0,Processed,Import,01/07/2023,01/07/2023,CLUSTERS_AOS_AZURE_ULT_FLASH_1H,2c92a0fe66c960c90166d0519efd7391,01/29/2023
A00002889,2c92a0ff5d2b8649015d37e979860e20,01/07/2023,~trackingId=23796a24-8870-49b7-9aa5-6f60f777aa33~appId=NUTANIX_CLUSTERS,01/07/2023,1673082299816.csv,52e3bc94-07b3-4743-82f3-04b3e049957c,8a1284368537d64601858b79f0d3595a,8a129baf8537ef2801858b79e6ca7cc3,0,Processed,Import,01/07/2023,01/07/2023,CLUSTERS_AOS_AZURE_ULT_CORE_1H,2c92a0fe66c960c90166d0519efd7391,01/29/2023
A00002889,2c92a0ff5d2b8649015d37e979860e20,01/07/2023,~trackingId=408edf51-5d81-403a-be34-ff9b66059d01~appId=NUTANIX_CLUSTERS,01/07/2023,1673082302153.csv,1f03a28a-5543-47e8-8c5a-eec0b54a9000,8a1284368537d64601858b79fae45965,8a129cc38537ef3101858b79f0e57146,0,Processed,Import,01/07/2023,01/07/2023,CLUSTERS_AOS_AZURE_ULT_FLASH_1H,2c92a0fe66c960c90166d0519efd7391,01/29/2023
A00002889,2c92a0ff5d2b8649015d37e979860e20,01/07/2023,~trackingId=bc59614e-a8c7-4144-9fc2-fc2dcdff0018~appId=NUTANIX_CLUSTERS,01/07/2023,1673085895833.csv,5afe9c98-858e-48f0-8e8a-337417bab125,8a1284368537d64601858bb0cc21418a,8a12866a8537d6d801858bb0c5e12b8d,0,Processed,Import,01/07/2023,01/07/2023,CLUSTERS_AOS_AZURE_ULT_CORE_1H,2c92a0fe66c960c90166d0519efd7391,01/29/2023
A00002889,2c92a0ff5d2b8649015d37e979860e20,01/07/2023,~trackingId=5fe0c548-da57-4373-9589-d9a755fca7fb~appId=NUTANIX_CLUSTERS,01/07/2023,1673085895833.csv,c4517142-07e1-404f-9c1f-19b549adc476,8a1284368537d64601858bb0cc234194,8a12866a8537d6d801858bb0c5e12b8d,0,Processed,Import,01/07/2023,01/07/2023,CLUSTERS_AOS_AZURE_ULT_FLASH_1H,2c92a0fe66c960c90166d0519efd7391,01/29/2023
A00002889,2c92a0ff5d2b8649015d37e979860e20,01/07/2023,~trackingId=3d763bed-1329-4b1b-aaab-1ad09648b2bc~appId=NUTANIX_CLUSTERS,01/07/2023,1673089490914.csv,91ea244d-b428-4dfd-b575-e5189dba134c,8a1284368537d64601858be7a92b0a94,8a1286658537d6bf01858be7a0e302f5,0,Processed,Import,01/07/2023,01/07/2023,CLUSTERS_AOS_AZURE_ULT_CORE_1H,2c92a0fe66c960c90166d0519efd7391,01/29/2023
A00002889,2c92a0ff5d2b8649015d37e979860e20,01/07/2023,~trackingId=574bc363-af14-4d89-a574-b9be8a02dc0b~appId=NUTANIX_CLUSTERS,01/07/2023,1673089495924.csv,b85bcd88-cb9e-4b02-b7f0-3caac5508658,8a12946e8537eea301858be7c31d7040,8a1293d88537ef2301858be7b4f05938,0,Processed,Import,01/07/2023,01/07/2023,CLUSTERS_AOS_AZURE_ULT_FLASH_1H,2c92a0fe66c960c90166d0519efd7391,01/29/2023
A00002889,2c92a0ff5d2b8649015d37e979860e20,01/07/2023,~trackingId=cb398487-9d34-4dd3-8727-061364e2b557~appId=NUTANIX_CLUSTERS,01/07/2023,1673093096647.csv,3cf6c289-9273-47fd-bf71-087e5c8c5f44,8a12946e8537eea301858c1ea9a17678,8a1283808537d6bf01858c1ea5fe466d,0,Processed,Import,01/07/2023,01/07/2023,CLUSTERS_AOS_AZURE_ULT_CORE_1H,2c92a0fe66c960c90166d0519efd7391,01/29/2023
A00002889,2c92a0ff5d2b8649015d37e979860e20,01/07/2023,~trackingId=c5eb5453-67ae-40f7-b851-470d838424e7~appId=NUTANIX_CLUSTERS,01/07/2023,1673093097015.csv,48d97766-32f2-440c-846d-b6ef41cd34e7,8a12946e8537eea301858c1eb1bd7681,8a1281388537d6c801858c1ea7b30e09,0,Processed,Import,01/07/2023,01/07/2023,CLUSTERS_AOS_AZURE_ULT_FLASH_1H,2c92a0fe66c960c90166d0519efd7391,01/29/2023
A00002889,2c92a0ff5d2b8649015d37e979860e20,01/07/2023,~trackingId=4b34f086-5a3a-4f06-a7c6-6c3112024643~appId=NUTANIX_CLUSTERS,01/07/2023,1673096692956.csv,9dc321d0-0958-4ad9-ab1b-102edb941883,8a12946e8537eea301858c558f047f0b,8a1293d88537ef2301858c55869047e4,0,Processed,Import,01/07/2023,01/07/2023,CLUSTERS_AOS_AZURE_ULT_CORE_1H,2c92a0fe66c960c90166d0519efd7391,01/29/2023
A00002889,2c92a0ff5d2b8649015d37e979860e20,01/07/2023,~trackingId=a5360112-5770-40e2-b4d1-c5bb8a9c74b3~appId=NUTANIX_CLUSTERS,01/07/2023,1673096692956.csv,f874e06a-5a31-4473-bf30-9b5c74b4a237,8a12946e8537eea301858c558f057f0c,8a1293d88537ef2301858c55869047e4,0,Processed,Import,01/07/2023,01/07/2023,CLUSTERS_AOS_AZURE_ULT_FLASH_1H,2c92a0fe66c960c90166d0519efd7391,01/29/2023
A00002889,2c92a0ff5d2b8649015d37e979860e20,01/07/2023,~trackingId=10e8ea52-c6c2-4657-b297-bdc2adf4fe08~appId=NUTANIX_CLUSTERS,01/07/2023,1673100289640.csv,bbe3a9fa-61f4-4f35-8af6-e01904811f31,8a12946e8537eea301858c8c6be73efc,8a129baf8537ef2801858c8c67d94415,0,Processed,Import,01/07/2023,01/07/2023,CLUSTERS_AOS_AZURE_ULT_CORE_1H,2c92a0fe66c960c90166d0519efd7391,01/29/2023
A00002889,2c92a0ff5d2b8649015d37e979860e20,01/07/2023,~trackingId=bd593882-4ad3-4079-93d7-d893556b048e~appId=NUTANIX_CLUSTERS,01/07/2023,1673100296632.csv,2a4580a0-b524-4d9d-89e1-b25bd26d8a22,8a12946e8537eea301858c8c8be13f24,8a1286658537d6bf01858c8c831d096f,0,Processed,Import,01/07/2023,01/07/2023,CLUSTERS_AOS_AZURE_ULT_FLASH_1H,2c92a0fe66c960c90166d0519efd7391,01/29/2023
A00002889,2c92a0ff5d2b8649015d37e979860e20,01/07/2023,~trackingId=2161dc6c-e478-405b-a71e-41e706ffb538~appId=NUTANIX_CLUSTERS,01/07/2023,1673103895664.csv,3c767d9f-1b31-4ad9-8f28-d5c6920351dd,8a1284368537d64601858cc371253509,8a1281388537d6c801858cc36d827e2a,0,Processed,Import,01/07/2023,01/07/2023,CLUSTERS_AOS_AZURE_ULT_CORE_1H,2c92a0fe66c960c90166d0519efd7391,01/29/2023
A00002889,2c92a0ff5d2b8649015d37e979860e20,01/07/2023,~trackingId=67a03f44-601f-49c1-a0f1-fb93e3428575~appId=NUTANIX_CLUSTERS,01/07/2023,1673103898122.csv,b546af30-59e6-46af-9c4d-bd698e0883ae,8a1284368537d64601858cc381203905,8a1282cd8537d6c901858cc377b34eac,0,Processed,Import,01/07/2023,01/07/2023,CLUSTERS_AOS_AZURE_ULT_FLASH_1H,2c92a0fe66c960c90166d0519efd7391,01/29/2023
A00002889,2c92a0ff5d2b8649015d37e979860e20,01/07/2023,~trackingId=352b8d93-20e4-4714-a377-b9dc15c5b796~appId=NUTANIX_CLUSTERS,01/07/2023,1673107496831.csv,15494592-fccf-4e61-9335-a1adfa1ec697,8a12946e8537eea301858cfa6add6aaa,8a1287998537d6cf01858cfa611c09db,0,Processed,Import,01/07/2023,01/07/2023,CLUSTERS_AOS_AZURE_ULT_CORE_1H,2c92a0fe66c960c90166d0519efd7391,01/29/2023
A00002889,2c92a0ff5d2b8649015d37e979860e20,01/07/2023,~trackingId=95bf6d7c-f2aa-416e-b881-5a160f0daae0~appId=NUTANIX_CLUSTERS,01/07/2023,1673107501834.csv,d70038eb-a958-4c89-ae5c-7badab472385,8a12946e8537eea301858cfa7cc96aba,8a12866a8537d6d801858cfa74b97780,0,Processed,Import,01/07/2023,01/07/2023,CLUSTERS_AOS_AZURE_ULT_FLASH_1H,2c92a0fe66c960c90166d0519efd7391,01/29/2023
A00002889,2c92a0ff5d2b8649015d37e979860e20,01/07/2023,~trackingId=928d588f-9734-4a97-a089-96da9ac78ceb~appId=NUTANIX_CLUSTERS,01/07/2023,1673111097150.csv,c683b617-4ba9-4b22-8ba2-f0424d682a3e,8a12946e8537eea301858d3153da169a,8a1287998537d6cf01858d3150a7170d,0,Processed,Import,01/07/2023,01/07/2023,CLUSTERS_AOS_AZURE_ULT_FLASH_1H,2c92a0fe66c960c90166d0519efd7391,01/29/2023
A00002889,2c92a0ff5d2b8649015d37e979860e20,01/07/2023,~trackingId=996cafec-242f-4212-931e-5455b8bf3697~appId=NUTANIX_CLUSTERS,01/07/2023,1673111098317.csv,f34f578a-d24c-48d8-b37b-a630cee4d7fb,8a12946e8537eea301858d315c3a16b4,8a1281388537d6c801858d31554f1dd8,0,Processed,Import,01/07/2023,01/07/2023,CLUSTERS_AOS_AZURE_ULT_CORE_1H,2c92a0fe66c960c90166d0519efd7391,01/29/2023
A00002889,2c92a0ff5d2b8649015d37e979860e20,01/07/2023,~trackingId=1f47529a-1c0f-4723-b24f-ed2fef19c329~appId=NUTANIX_CLUSTERS,01/07/2023,1673114692355.csv,625d14f5-993c-4a54-ae10-d118312394a9,8a12946e8537eea301858d6831a64046,8a128cc78537d6cb01858d682c251f3a,0,Processed,Import,01/07/2023,01/07/2023,CLUSTERS_AOS_AZURE_ULT_FLASH_1H,2c92a0fe66c960c90166d0519efd7391,01/29/2023
A00002889,2c92a0ff5d2b8649015d37e979860e20,01/07/2023,~trackingId=08e6f4ea-3486-420e-b3e1-59de8765a6e2~appId=NUTANIX_CLUSTERS,01/07/2023,1673114693696.csv,e8032b23-a802-4a54-bc08-9ccfda74e61e,8a1284368537d64601858d6838dc6ade,8a12847f8537d6c201858d6831a11e98,0,Processed,Import,01/07/2023,01/07/2023,CLUSTERS_AOS_AZURE_ULT_CORE_1H,2c92a0fe66c960c90166d0519efd7391,01/29/2023
A00002889,2c92a0ff5d2b8649015d37e979860e20,01/07/2023,~trackingId=3bd42f20-af07-4028-93a4-520fe411e8b0~appId=NUTANIX_CLUSTERS,01/07/2023,1673118290952.csv,cfbbca0c-e005-4040-b704-f30ab66d0616,8a12946e8537eea301858d9f1a2b7773,8a12847f8537d6c201858d9f15884cd3,0,Processed,Import,01/07/2023,01/07/2023,CLUSTERS_AOS_AZURE_ULT_FLASH_1H,2c92a0fe66c960c90166d0519efd7391,01/29/2023
A00002889,2c92a0ff5d2b8649015d37e979860e20,01/07/2023,~trackingId=ab689738-1a7a-448d-8b6f-1a23655bdba9~appId=NUTANIX_CLUSTERS,01/07/2023,1673118294389.csv,3942eb0c-c3c6-40de-bc04-c738b7426d64,8a1284368537d64601858d9f291027ba,8a1282248537d6d101858d9f22f27052,0,Processed,Import,01/07/2023,01/07/2023,CLUSTERS_AOS_AZURE_ULT_CORE_1H,2c92a0fe66c960c90166d0519efd7391,01/29/2023
A00002889,2c92a0ff5d2b8649015d37e979860e20,01/07/2023,~trackingId=b60c9e33-2bcd-471a-9951-d0a0198a1009~appId=NUTANIX_CLUSTERS,01/07/2023,1673121897250.csv,72e073db-8742-4b80-b7df-a66d0a4dd503,8a12946e8537eea301858dd6241d4113,8a12866a8537d6d801858dd61c5d2485,0,Processed,Import,01/07/2023,01/07/2023,CLUSTERS_AOS_AZURE_ULT_FLASH_1H,2c92a0fe66c960c90166d0519efd7391,01/29/2023
A00002889,2c92a0ff5d2b8649015d37e979860e20,01/07/2023,~trackingId=2d174ac9-5ee5-4bc3-9bb9-904306d3ce63~appId=NUTANIX_CLUSTERS,01/07/2023,1673121900230.csv,3aeabd26-6725-4c1c-adda-3611f3da6432,8a1284368537d64601858dd62a4f7479,8a129baf8537ef2801858dd628174698,0,Processed,Import,01/07/2023,01/07/2023,CLUSTERS_AOS_AZURE_ULT_CORE_1H,2c92a0fe66c960c90166d0519efd7391,01/29/2023
A00002889,2c92a0ff5d2b8649015d37e979860e20,01/07/2023,~trackingId=31278800-c482-4f77-a8a2-0b94bac632e9~appId=NUTANIX_CLUSTERS,01/07/2023,1673125491182.csv,cba88270-7342-4bae-a325-f1549b73458c,8a1284368537d64601858e0cfcad218a,8a12947a8537ef2101858e0cf328350d,0,Processed,Import,01/07/2023,01/07/2023,CLUSTERS_AOS_AZURE_ULT_CORE_1H,2c92a0fe66c960c90166d0519efd7391,01/29/2023
A00002889,2c92a0ff5d2b8649015d37e979860e20,01/07/2023,~trackingId=531ae12d-ecc1-4364-9cb4-2780c20e100d~appId=NUTANIX_CLUSTERS,01/07/2023,1673125493628.csv,b6b7b40c-f07b-4371-b9ad-43853a473d30,8a12946e8537eea301858e0d05ed7be4,8a128c0b8537d6cf01858e0cfd140dd4,0,Processed,Import,01/07/2023,01/07/2023,CLUSTERS_AOS_AZURE_ULT_FLASH_1H,2c92a0fe66c960c90166d0519efd7391,01/29/2023
A00002889,2c92a0ff5d2b8649015d37e979860e20,01/07/2023,~trackingId=471e38e7-7cc5-48b8-a31f-7e31d9d64ed2~appId=NUTANIX_CLUSTERS,01/07/2023,1673129094996.csv,a50ec9ef-0942-4adb-a0e4-216663489cf3,8a12946e8537eea301858e43fa2e2b6b,8a128d028537d6c501858e43f0bd56f2,0,Processed,Import,01/07/2023,01/07/2023,CLUSTERS_AOS_AZURE_ULT_FLASH_1H,2c92a0fe66c960c90166d0519efd7391,01/29/2023
A00002889,2c92a0ff5d2b8649015d37e979860e20,01/07/2023,~trackingId=22dff324-0ee5-4a19-9f5f-462353f7ed4d~appId=NUTANIX_CLUSTERS,01/07/2023,1673129097153.csv,8f513ec5-dc48-4d0d-bfb1-b01951fe28d0,8a12946e8537eea301858e4402302b7d,8a1282cd8537d6c901858e43f9804d82,0,Processed,Import,01/07/2023,01/07/2023,CLUSTERS_AOS_AZURE_ULT_CORE_1H,2c92a0fe66c960c90166d0519efd7391,01/29/2023
A00002889,2c92a0ff5d2b8649015d37e979860e20,01/07/2023,~trackingId=d02dd98d-35eb-4254-a6ea-8465d00138bf~appId=NUTANIX_CLUSTERS,01/07/2023,1673132696336.csv,9b666766-e939-4d35-8071-ebbce19b9c2e,8a12946e8537eea301858e7aeae42943,8a128d028537d6c501858e7ae4613c72,0,Processed,Import,01/07/2023,01/07/2023,CLUSTERS_AOS_AZURE_ULT_CORE_1H,2c92a0fe66c960c90166d0519efd7391,01/29/2023
A00002889,2c92a0ff5d2b8649015d37e979860e20,01/07/2023,~trackingId=fa752397-5e98-4a70-8063-8e2ad5379ae8~appId=NUTANIX_CLUSTERS,01/07/2023,1673132698105.csv,a45053b9-db52-4f5b-b1d9-0cca2ba16106,8a12946e8537eea301858e7af2ad294c,8a128c0b8537d6cf01858e7aeb5c40db,0,Processed,Import,01/07/2023,01/07/2023,CLUSTERS_AOS_AZURE_ULT_FLASH_1H,2c92a0fe66c960c90166d0519efd7391,01/29/2023
A00002889,2c92a0ff5d2b8649015d37e979860e20,01/08/2023,~trackingId=80c6ce0f-d4ff-4862-8e29-27aa7b417654~appId=NUTANIX_CLUSTERS,01/07/2023,1673136305702.csv,31e589c4-c2cb-4aca-8bd8-b33820ff9f33,8a12946e8537eea301858eb1fae620eb,8a12947a8537ef2101858eb1f79b50e4,0,Processed,Import,01/07/2023,01/08/2023,CLUSTERS_AOS_AZURE_ULT_CORE_1H,2c92a0fe66c960c90166d0519efd7391,01/29/2023
A00002889,2c92a0ff5d2b8649015d37e979860e20,01/08/2023,~trackingId=2806569f-87fb-4452-bddd-7af6b03a5bef~appId=NUTANIX_CLUSTERS,01/07/2023,1673136305886.csv,2a7e6fc1-94c1-42fa-b39b-58958f816bc3,8a12946e8537eea301858eb1fb0e20ed,8a128cc78537d6cb01858eb1f7ff6c9c,0,Processed,Import,01/07/2023,01/08/2023,CLUSTERS_AOS_AZURE_ULT_FLASH_1H,2c92a0fe66c960c90166d0519efd7391,01/29/2023
